,Question,orig_Question,Numbers,Equation,Answer,group_nums,Grade,Type,Body,Ques_Statement
77, the then to the of the in their . however to earlier . she her of which of number0 number1 and number2 . how many she in total ?,the friends then proceeded to the rest of the houses in their village . however sam had to go home earlier . she got her share of candies which are composed of number0 chewing gums number1 chocolate bars and number2 assorted fruit candies . how many candies did she get in total ?,10 15 20,+ + number0 number1 number2,45.0,"[32, 33, 34, 35, 36, 37, 38, 39, 40, 1, 42, 5, 49, 18, 50, 51, 31]",3,Sum,the friends then proceeded to the rest of the houses in their village . however sam had to go home earlier . she got her share of candies which are composed of number0 chewing gums number1 chocolate bars and number2 assorted fruit candies .,how many candies did she get in total ?
78, after and mary and to as well . they the total of that the number0 of them . they able to out number1 number2 and another number3 of different . how many mary and in total ?,after sam and bob left mary john and sue decided to go home as well . they counted the total amount of treats that the number0 of them got . they were able to sort out number1 chewing gums number2 chocolate bars and another number3 candies of different flavors . how many treats did mary john and sue have in total ?,3 60 55 40,+ + number1 number2 number3,155.0,"[35, 36, 37, 38, 39, 40, 41, 4, 43, 44, 45, 58, 24, 25, 26, 59, 60]",3,Sum,after sam and bob left mary john and sue decided to go home as well . they counted the total amount of treats that the number0 of them got . they were able to sort out number1 chewing gums number2 chocolate bars and another number3 candies of different flavors .,how many treats did mary john and sue have in total ?
79, it easter and the in the of very excited about the annual . the to the in a of different . they number0 around the number1 around the and number2 in the hall . how many in total ?,it is easter time and the kids in the neighborhood of easterville are very excited about the annual easter egg hunt . the parents have decided to hide the eggs in a lot of different places . they hid number0 eggs around the club house number1 eggs around the village park and number2 eggs in the town hall garden . how many eggs were hidden in total ?,55 33 22,+ + number0 number1 number2,110.0,"[64, 1, 65, 66, 5, 38, 39, 40, 44, 45, 46, 51, 52, 53]",3,Sum,it is easter time and the kids in the neighborhood of easterville are very excited about the annual easter egg hunt . the parents have decided to hide the eggs in a lot of different places . they hid number0 eggs around the club house number1 eggs around the village park and number2 eggs in the town hall garden .,how many eggs were hidden in total ?
80, number0 of the best number1 eggs around the number2 around the and number3 in the hall . how many ?,joe number0 of the best easter egg hunters found number1 eggs around the club house number2 eggs around the park and number3 eggs in the town hall garden . how many eggs did joe find ?,1 12 5 3,+ + number1 number2 number3,20.0,"[0, 1, 2, 32, 33, 5, 34, 8, 9, 10, 14, 15, 16, 20, 21, 22]",3,Sum,joe number0 of the best easter egg hunters found number1 eggs around the club house number2 eggs around the park and number3 eggs in the town hall garden .,how many eggs did joe find ?
81, the of the around number0 more eggs around the number1 around the and number2 in the hall . if we all the that they how many would that ?,the rest of the kids around town got number0 more eggs around the club house number1 eggs around the park and number2 eggs in the town hall garden . if we add all the eggs that they got how many eggs would that be ?,13 9 8,+ + number0 number2 number1,30.0,"[2, 7, 8, 9, 10, 41, 42, 43, 14, 15, 16, 20, 21, 22]",3,Sum,the rest of the kids around town got number0 more eggs around the club house number1 eggs around the park and number2 eggs in the town hall garden . if we add all the eggs that they got,how many eggs would that be ?
82, if the all the a total number0 from the number1 from the and number2 from the how many that ?,if the all the participants found a total number0 eggs from the club house number1 eggs from the park and number2 eggs from the town hall how many easter eggs were found that day ?,40 25 15,+ + number0 number1 number2,80.0,"[32, 33, 5, 7, 8, 9, 13, 14, 15, 19, 20, 21, 27, 31]",3,Sum,if the all the participants found a total number0 eggs from the club house number1 eggs from the park and number2 eggs from the town hall,how many easter eggs were found that day ?
83, 's to the largest on for their . the a of wild in . their first the aviary . the number0 of on that . they number1 bald number2 and number3 . how many on that ?,penny 's class is going to animaland the largest zoo on earth for their science field trip . the zoo has a variety of wild animals in captivity . their first destination was the aviary . the aviary has number0 species of eagles on show that day . they have number1 bald eagles number2 harpy eagles and number3 crowned eagles . how many eagles are on display that day ?,3 20 15 30,+ + number1 number2 number3,65.0,"[1, 2, 5, 10, 38, 39, 40, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 66, 67, 68]",3,Sum,penny 's class is going to animaland the largest zoo on earth for their science field trip . the zoo has a variety of wild animals in captivity . their first destination was the aviary . the aviary has number0 species of eagles on show that day . they have number1 bald eagles number2 harpy eagles and number3 crowned eagles .,how many eagles are on display that day ?
84, after the the 's swamp . a of number0 tree number1 and number2 . how many penny able to ?,after the aviary was the zoo 's swamp area . penny counted a total of number0 tree frogs number1 poison frogs and number2 wood frogs . how many frogs was penny able to count ?,55 10 13,+ + number0 number1 number2,78.0,"[32, 1, 33, 5, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 31]",3,Sum,after the aviary was the zoo 's swamp area . penny counted a total of number0 tree frogs number1 poison frogs and number2 wood frogs .,how many frogs was penny able to count ?
85, aside from the swamp also to a few dangerous . 's out number0 number1 and number2 . how many dangerous the out in total ?,aside from frogs the swamp area is also home to a few dangerous animals . penny 's teacher pointed out number0 crocodiles number1 alligators and number2 vipers . how many dangerous animals did the teacher point out in total ?,22 23 5,+ + number0 number1 number2,50.0,"[3, 36, 37, 38, 19, 20, 21, 22, 23, 24, 25, 26]",3,Sum,aside from frogs the swamp area is also home to a few dangerous animals . penny 's teacher pointed out number0 crocodiles number1 alligators and number2 vipers .,how many dangerous animals did the teacher point out in total ?
86, next in their the to of insect . who and of the different . she able to number0 of number1 of and number2 of other . how many of ?,next in their itinerary was the insectarium home to hundreds of insect species . penny who likes butterflies and ants took pictures of the different species . she was able to capture number0 species of butterflies number1 species of ants and number2 species of other insects . how many species of insects did penny capture ?,60 15 20,+ + number0 number1 number2,95.0,"[32, 33, 1, 35, 36, 37, 4, 7, 40, 41, 42, 11, 10, 52, 53, 54, 31]",3,Sum,next in their itinerary was the insectarium home to hundreds of insect species . penny who likes butterflies and ants took pictures of the different species . she was able to capture number0 species of butterflies number1 species of ants and number2 species of other insects .,how many species of insects did penny capture ?
87, last in their the . number0 of number1 of and number2 different of . how many penny able to ?,last stop in their field trip was the aquarium . penny identified number0 species of sharks number1 species of eels and number2 different species of whales . how many species was penny able to identify ?,35 15 5,+ + number0 number1 number2,55.0,"[32, 1, 33, 34, 5, 11, 12, 13, 15, 16, 17, 20, 21, 22, 23]",3,Sum,last stop in their field trip was the aquarium . penny identified number0 species of sharks number1 species of eels and number2 different species of whales .,how many species was penny able to identify ?
88, and his a to the some for . they to different and useful from those . if able to number0 and able to number1 how many they available for ?,marcus and his friends are starting a recycling project to help the school raise some money for charity . they were tasked to collect different materials and create useful things from those . if marcus was able to gather number0 milk bottles and john was able to gather number1 milk bottles how many milk bottles do they have available for recycling ?,25 20,+ number1 number0,45.0,"[5, 38, 39, 40, 41, 14, 47, 48, 49, 50, 19, 25, 58, 59, 60]",3,Addition,marcus and his friends are starting a recycling project to help the school raise some money for charity . they were tasked to collect different materials and create useful things from those . if marcus was able to gather number0 milk bottles and john was able to gather number1 milk bottles,how many milk bottles do they have available for recycling ?
89, to the able to number0 from their . if his lily him and able to number1 more from another how many they able to together ?,chris tasked to lead the newspaper collection was able to obtain number0 newspapers from their neighborhood . if his sister lily helped him and was able to get number1 more newspapers from another block how many newspapers were they able to collect together ?,42 23,+ number0 number1,65.0,"[40, 41, 10, 11, 12, 42, 18, 22, 27, 28, 29, 30]",3,Addition,chris tasked to lead the newspaper collection was able to obtain number0 newspapers from their neighborhood . if his sister lily helped him and was able to get number1 more newspapers from another block,how many newspapers were they able to collect together ?
90, another of the he would . if he able to up number0 around the and his best able to number1 how many in total ?,andy another part of the recycling team decided he would gather tin foil wrappers . if he was able to pick up number0 wrappers around the village dumpster and his best friend max was able to collect number1 how many wrappers were gathered in total ?,34 15,+ number0 number1,49.0,"[36, 37, 38, 5, 10, 42, 43, 44, 21, 22, 23, 24]",3,Addition,andy another part of the recycling team decided he would gather tin foil wrappers . if he was able to pick up number0 wrappers around the village dumpster and his best friend max was able to collect number1,how many wrappers were gathered in total ?
91, after they recycled to during the 's . if number0 pen from the and able to number1 how many pen ?,after collecting materials they started making recycled products to sell during the school 's recycling fair . if marcus made number0 pen holders from the milk bottles and annie was able to make number1 how many pen holders were made ?,26 37,+ number0 number1,63.0,"[32, 33, 34, 2, 37, 38, 39, 18, 19, 20, 21, 22]",3,Addition,after collecting materials they started making recycled products to sell during the school 's recycling fair . if marcus made number0 pen holders from the milk bottles and annie was able to make number1,how many pen holders were made ?
